x,y
peace talks between the two sides were last held in february . ,"['NN', 'NNS', 'IN', 'DT', 'CD', 'NNS', 'VBD', 'JJ', 'VBN', 'IN', 'NNP', '.']"
""" the voices coming out of damascus are bad , not good . ","['""', 'DT', 'NNS', 'VBG', 'IN', 'IN', 'NNP', 'VBP', 'JJ', ',', 'RB', 'JJ', '.']"
the media ... ,"['DT', 'NNS', ':']"
are full of expressions and declarations that must be worrying ... ,"['VBP', 'JJ', 'IN', 'NNS', 'CC', 'NNS', 'WDT', 'MD', 'VB', 'VBG', ':']"
"this artificial atmosphere is very dangerous because those who spread it could become its prisoners , "" levy said . ","['DT', 'JJ', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'DT', 'WP', 'NN', 'PRP', 'MD', 'VB', 'PRP$', 'NNS', ',', '""', 'NNP', 'VBD', '.']"
""" we expect from syria , if its face is to peace , that it will answer israel 's message to enter peace negotiations because that is our goal , "" he said . "" ","['""', 'PRP', 'VB', 'IN', 'NNP', ',', 'IN', 'PRP$', 'NN', 'VBZ', 'TO', 'NN', ',', 'IN', 'PRP', 'MD', 'VB', 'NNP', 'POS', 'NN', 'TO', 'VB', 'NN', 'NNS', 'IN', 'DT', 'VBZ', 'PRP$', 'NN', ',', '""', 'PRP', 'VBD', '.', '""']"
"we do not want a war , god forbid . ","['PRP', 'VBP', 'RB', 'VB', 'DT', 'NN', ',', 'NNP', 'VB', '.']"
"no one benefits from wars . "" ","['DT', 'CD', 'NNS', 'IN', 'NNS', '.', '""']"
"israel 's channel two television said damascus had sent a "" calming signal "" to israel . ","['NNP', 'POS', 'NNP', 'CD', 'NN', 'VBD', 'NNP', 'VBD', 'VBN', 'DT', '""', 'JJ', 'NN', '""', 'TO', 'NNP', '.']"
it gave no source for the report . ,"['PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
netanyahu and levy 's spokesmen said they could not confirm it . ,"['NNS', 'CC', 'NNP', 'POS', 'NNS', 'VBD', 'PRP', 'MD', 'RB', 'VB', 'PRP', '.']"
"the television also said that netanyahu had sent messages to reassure syria via cairo , the united states and moscow . ","['DT', 'NN', 'RB', 'VBD', 'IN', 'NNP', 'VBD', 'VBN', 'NNS', 'TO', 'VB', 'NNP', 'IN', 'NNP', ',', 'DT', 'NNP', 'NNPS', 'CC', 'NNP', '.']"
-docstart- ,['-X-']
polish diplomat denies nurses stranded in libya . ,"['JJ', 'NN', 'VBZ', 'NNS', 'VBN', 'IN', 'NNP', '.']"
tunis 1996-08-22 ,"['NNS', 'CD']"
a polish diplomat on thursday denied a polish tabloid report this week that libya was refusing exit visas to 100 polish nurses trying to return home after working in the north african country . ,"['DT', 'JJ', 'NN', 'IN', 'NNP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'VBG', 'NN', 'NNS', 'TO', 'CD', 'JJ', 'NNS', 'VBG', 'TO', 'VB', 'NN', 'IN', 'VBG', 'IN', 'DT', 'JJ', 'JJ', 'NN', '.']"
""" this is not true . ","['""', 'DT', 'VBZ', 'RB', 'JJ', '.']"
"up to today , we have no knowledge of any nurse stranded or kept in libya without her will , and we have not received any complaint , "" the polish embassy 's charge d'affaires in tripoli , tadeusz awdankiewicz , told reuters by telephone . ","['IN', 'TO', 'NN', ',', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBN', 'CC', 'VBD', 'IN', 'NNP', 'IN', 'PRP$', 'NN', ',', 'CC', 'PRP', 'VBP', 'RB', 'VBN', 'DT', 'NN', ',', '""', 'DT', 'JJ', 'NN', 'POS', 'NN', 'NNS', 'IN', 'NNP', ',', 'NNP', 'NNP', ',', 'VBD', 'NNP', 'IN', 'NN', '.']"
"poland 's labour ministry said this week it would send a team to libya to investigate , but awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries . ","['NNP', 'POS', 'NN', 'NN', 'VBD', 'DT', 'NN', 'PRP', 'MD', 'VB', 'DT', 'NN', 'TO', 'NNP', 'TO', 'VB', ',', 'CC', 'NNP', 'VBD', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'NNS', 'VBG', 'IN', 'PRP$', 'NN', 'NNS', 'JJ', 'IN', 'NN', 'IN', 'PRP$', 'NNS', '.']"
he said that there are an estimated 800 polish nurses working in libya . ,"['PRP', 'VBD', 'IN', 'EX', 'VBP', 'DT', 'VBN', 'CD', 'JJ', 'NNS', 'VBG', 'IN', 'NNP', '.']"
-docstart- ,['-X-']
two iranian opposition leaders meet in baghdad . ,"['CD', 'JJ', 'NN', 'NNS', 'VBP', 'IN', 'NNP', '.']"
hassan hafidh ,"['NNP', 'NNP']"
baghdad 1996-08-22 ,"['NNP', 'CD']"
an iranian exile group based in iraq vowed on thursday to extend support to iran 's kurdish rebels after they were attacked by iranian troops deep inside iraq last month . ,"['DT', 'JJ', 'NN', 'NN', 'VBN', 'IN', 'NNP', 'VBD', 'IN', 'NNP', 'TO', 'VB', 'NN', 'TO', 'NNP', 'POS', 'NNP', 'NNS', 'IN', 'PRP', 'VBD', 'VBN', 'IN', 'JJ', 'NNS', 'RB', 'IN', 'NNP', 'JJ', 'NN', '.']"
a mujahideen khalq statement said its leader massoud rajavi met in baghdad the secretary-general of the kurdistan democratic party of iran ( kdpi ) hassan rastegar on wednesday and voiced his support to iran 's rebel kurds . ,"['DT', 'NNP', 'NNP', 'NN', 'VBD', 'PRP$', 'NN', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', 'DT', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'VBD', 'PRP$', 'NN', 'TO', 'NNP', 'POS', 'NN', 'NNPS', '.']"
""" rajavi emphasised that the iranian resistance would continue to stand side by side with their kurdish compatriots and the resistance movement in iranian kurdistan , "" it said . ","['""', 'NNP', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'MD', 'VB', 'TO', 'VB', 'NN', 'IN', 'NN', 'IN', 'PRP$', 'JJ', 'NNS', 'CC', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', ',', '""', 'PRP', 'VBD', '.']"
"a spokesman for the group said the meeting "" signals a new level of cooperation between mujahideen khalq and the iranian kurdish oppositions "" . ","['DT', 'NN', 'IN', 'DT', 'NN', 'VBD', 'DT', 'NN', '""', 'NNS', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NNP', 'NNP', 'CC', 'DT', 'NNP', 'NNP', 'VBZ', '""', '.']"
iran heavily bombarded targets in northern iraq in july in pursuit of kdpi guerrillas based in iraqi kurdish areas outside the control of the government in baghdad . ,"['NNP', 'RB', 'VBD', 'NNS', 'IN', 'JJ', 'NNP', 'IN', 'NNP', 'IN', 'NN', 'IN', 'NNP', 'NNS', 'VBN', 'IN', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']"
iraqi kurdish areas bordering iran are under the control of guerrillas of the iraqi kurdish patriotic union of kurdistan ( puk ) group . ,"['JJ', 'JJ', 'NNS', 'VBG', 'NNP', 'VBP', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'NNP', 'IN', 'NNP', '(', 'NNP', ')', 'NN', '.']"
"puk and iraq 's kurdistan democratic party ( kdp ) the two main iraqi kurdish factions , have had northern iraq under their control since iraqi forces were ousted from kuwait in the 1991 gulf war . ","['NNP', 'CC', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'DT', 'CD', 'JJ', 'JJ', 'JJ', 'NNS', ',', 'VBP', 'VBD', 'JJ', 'NNP', 'IN', 'PRP$', 'NN', 'IN', 'JJ', 'NNS', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'CD', 'NNP', 'NNP', '.']"
clashes between the two parties broke out at the weekend in the most serious fighting since a u.s.-sponsored ceasefire last year . ,"['NNS', 'IN', 'DT', 'CD', 'NNS', 'VBD', 'RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NN', '.']"
mujahideen khalq said iranian troops had also been shelling kdp positions in qasri region in suleimaniya province near the iranian border over the last two days . ,"['NNP', 'NNP', 'VBD', 'JJ', 'NNS', 'VBD', 'RB', 'VBN', 'VBG', 'NNP', 'NNS', 'IN', 'NNP', 'NN', 'IN', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'CD', 'NNS', '.']"
it said about 100 iraqi kurds were killed or wounded in the attack . ,"['PRP', 'VBD', 'IN', 'CD', 'JJ', 'NNPS', 'VBD', 'VBN', 'CC', 'VBN', 'IN', 'DT', 'NN', '.']"
both iran and turkey mount air and land strikes at targets in northern iraq in pursuit of their own kurdish rebels . ,"['DT', 'NNP', 'CC', 'NNP', 'NN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'NNS', 'IN', 'JJ', 'NNP', 'IN', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', 'NNS', '.']"
a u.s.-led air force in southern turkey protects iraqi kurds from possible attacks by baghdad troops . ,"['DT', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NNP', 'VBZ', 'JJ', 'NNPS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNS', '.']"
-docstart- ,['-X-']
saudi riyal rates steady in quiet summer trade . ,"['JJ', 'JJ', 'NNS', 'RB', 'IN', 'JJ', 'NN', 'NN', '.']"
manama 1996-08-22 ,"['NNP', 'CD']"
"the spot saudi riyal against the dollar and riyal interbank deposit rates were mainly steady this week in quiet summer trade , dealers in the kingdom said . ","['DT', 'NN', 'NN', 'NN', 'IN', 'DT', 'NN', 'CC', 'JJ', 'NN', 'NN', 'NNS', 'VBD', 'RB', 'JJ', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', ',', 'NNS', 'IN', 'DT', 'NN', 'VBD', '.']"
""" there were no changes in saudi riyal rates . ","['""', 'EX', 'VBD', 'DT', 'NNS', 'IN', 'JJ', 'JJ', 'NNS', '.']"
"the market was very quiet because of summer holidays , "" one dealer said . ","['DT', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'IN', 'NN', 'NNS', ',', '""', 'CD', 'NN', 'VBD', '.']"
the spot riyal was put at 3.7504 / 06 to the dollar . ,"['DT', 'NN', 'NN', 'VBD', 'VBN', 'IN', 'CD', 'SYM', 'CD', 'TO', 'DT', 'NN', '.']"
"one-month interbank deposits were at 5-1/2 , 3/8 percent , three months were 5-5/8 , 1/2 percent and six months were 5-3/4 , 5/8 percent . ","['JJ', 'NN', 'NNS', 'VBD', 'IN', 'CD', ',', 'CD', 'NN', ',', 'CD', 'NNS', 'VBD', 'CD', ',', 'CD', 'NN', 'CC', 'CD', 'NNS', 'VBD', 'CD', ',', 'CD', 'NN', '.']"
"one-year funds were at six , 5-7/8 percent . ","['JJ', 'NNS', 'VBD', 'IN', 'CD', ',', 'JJ', 'NN', '.']"
-docstart- ,['-X-']
israel approves arafat 's flight to west bank . ,"['NNP', 'VBZ', 'NNP', 'POS', 'NN', 'TO', 'NNP', 'NNP', '.']"
jerusalem 1996-08-22 ,"['VBN', 'CD']"
"israel gave palestinian president yasser arafat permission on thursday to fly over its territory to the west bank , ending a brief israeli-plo crisis , an arafat adviser said . ","['NNP', 'VBD', 'JJ', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'TO', 'VB', 'RP', 'PRP$', 'NN', 'TO', 'DT', 'NNP', 'NNP', ',', 'VBG', 'DT', 'JJ', 'JJ', 'NN', ',', 'DT', 'NNP', 'NN', 'VBD', '.']"
""" the problem is over . ","['""', 'DT', 'NN', 'VBZ', 'RB', '.']"
"the president 's aircraft has received permission to pass through israeli airspace but the president is not expected to travel to the west bank before monday , "" nabil abu rdainah told reuters . ","['DT', 'NN', 'POS', 'NN', 'VBZ', 'VBN', 'NN', 'TO', 'VB', 'IN', 'JJ', 'NN', 'CC', 'DT', 'NN', 'VBZ', 'RB', 'VBN', 'TO', 'VB', 'TO', 'DT', 'NNP', 'NNP', 'IN', 'NNP', ',', '""', 'NNP', 'NNP', 'NNP', 'VBD', 'NNP', '.']"
arafat had been scheduled to meet former israeli prime minister shimon peres in the west bank town of ramallah on thursday but the venue was changed to gaza after israel denied flight clearance to the palestinian leader 's helicopters . ,"['NNP', 'VBD', 'VBN', 'VBN', 'TO', 'VB', 'JJ', 'JJ', 'JJ', 'NN', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'CC', 'DT', 'NN', 'VBD', 'VBN', 'TO', 'NNP', 'IN', 'NNP', 'VBD', 'NN', 'NN', 'TO', 'DT', 'JJ', 'NN', 'POS', 'NNS', '.']"
palestinian officials accused right-wing prime minister benjamin netanyahu of trying to stop the ramallah meeting by keeping arafat grounded . ,"['NN', 'NNS', 'VBD', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'VBG', 'TO', 'VB', 'DT', 'NNP', 'NN', 'IN', 'VBG', 'NNP', 'VBD', '.']"
"arafat subsequently cancelled a meeting between israeli and plo officials , on civilian affairs , at the allenby bridge crossing between jordan and the west bank . ","['NNP', 'RB', 'VBD', 'DT', 'NN', 'IN', 'JJ', 'CC', 'JJ', 'NNS', ',', 'IN', 'JJ', 'NNS', ',', 'IN', 'DT', 'NNP', 'NNP', 'VBG', 'IN', 'NNP', 'CC', 'DT', 'NNP', 'NNP', '.']"
"abu rdainah said arafat had decided against flying to the west bank on thursday , after israel lifted the ban , because he had a busy schedule in gaza and would not be free until monday . ","['NNP', 'NNP', 'VBD', 'NNP', 'VBD', 'VBN', 'IN', 'VBG', 'TO', 'DT', 'NNP', 'NNP', 'IN', 'NNP', ',', 'IN', 'NNP', 'VBD', 'DT', 'NN', ',', 'IN', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'MD', 'RB', 'VB', 'JJ', 'IN', 'NNP', '.']"
-docstart- ,['-X-']
arafat to meet peres in gaza after flight ban . ,"['NN', 'TO', 'VB', 'NNP', 'IN', 'NNP', 'IN', 'NN', 'NN', '.']"
jerusalem 1996-08-22 ,"['VBN', 'CD']"
yasser arafat will meet shimon peres in gaza on thursday after palestinians said the right-wing israeli government had barred the palestinian leader from flying to the west bank for talks with the former prime minister . ,"['NNP', 'NNP', 'MD', 'VB', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'NNP', 'IN', 'NNPS', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'TO', 'DT', 'NNP', 'NNP', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', '.']"
""" the meeting between peres and arafat will take place at erez checkpoint in gaza and not in ramallah as planned , "" peres ' office said . ","['""', 'DT', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'MD', 'VB', 'NN', 'IN', 'NNP', 'NN', 'IN', 'NNP', 'CC', 'RB', 'IN', 'NNP', 'IN', 'VBN', ',', '""', 'NNP', 'POS', 'NN', 'VBD', '.']"
palestinian officials said the israeli government had barred arafat from overflying israel in a palestinian helicopter to the west bank in an attempt to bar the meeting with peres . ,"['NN', 'NNS', 'VBD', 'DT', 'JJ', 'NN', 'VBD', 'VBN', 'NNP', 'IN', 'VBG', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'TO', 'DT', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNP', '.']"
"israeli prime minister benjamin netanyahu has accused opposition leader peres , who he defeated in may elections , of trying to undermine his likud government 's authority to conduct peace talks . ","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'NN', 'NN', 'NNP', ',', 'WP', 'PRP', 'VBD', 'IN', 'NNP', 'NNS', ',', 'IN', 'VBG', 'TO', 'VB', 'PRP$', 'NNP', 'NN', 'POS', 'NN', 'TO', 'VB', 'NN', 'NNS', '.']"
-docstart- ,['-X-']
afghan uae embassy says taleban guards going home . ,"['NNP', 'NNP', 'NN', 'VBZ', 'NNP', 'NNS', 'VBG', 'RB', '.']"
hilary gush ,"['NNP', 'NNP']"
dubai 1996-08-22 ,"['NNP', 'CD']"
"three afghan guards brought to the united arab emirates last week by russian hostages who escaped from the taleban militia will return to afghanistan in a few days , the afghan embassy in abu dhabi said on thursday . ","['CD', 'JJ', 'NNS', 'VBD', 'TO', 'DT', 'NNP', 'NNP', 'NNP', 'JJ', 'NN', 'IN', 'JJ', 'NNS', 'WP', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'MD', 'VB', 'TO', 'NNP', 'IN', 'DT', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', '.']"
""" our ambassador is in touch with the uae foreign ministry . ","['""', 'PRP$', 'NN', 'VBZ', 'IN', 'NN', 'IN', 'DT', 'NNP', 'JJ', 'NN', '.']"
"their return to afghanistan will take place in two or three days , "" an embassy official said . ","['PRP$', 'NN', 'TO', 'NNP', 'MD', 'VB', 'NN', 'IN', 'CD', 'CC', 'CD', 'NNS', ',', '""', 'DT', 'NN', 'NN', 'VBD', '.']"
""" the embassy is issuing them travel documents for their return to their homeland . ","['""', 'DT', 'NN', 'VBZ', 'VBG', 'PRP', 'VB', 'NNS', 'IN', 'PRP$', 'NN', 'TO', 'PRP$', 'NN', '.']"
"there is no objection to their travel , "" he added . ","['EX', 'VBZ', 'DT', 'NN', 'TO', 'PRP$', 'NN', ',', '""', 'PRP', 'VBD', '.']"
the three islamic taleban guards were overpowered by seven russian aircrew who escaped to uae state sharjah last friday on board their own aircraft after a year in the captivity of taleban militia in kandahar in southern afghanistan . ,"['DT', 'CD', 'NNP', 'NNP', 'NNS', 'VBD', 'VBN', 'IN', 'CD', 'JJ', 'NNS', 'WP', 'VBD', 'TO', 'NNP', 'NN', 'NNP', 'JJ', 'NNP', 'IN', 'NN', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'NNP', '.']"
"the uae said on monday it would hand over the three to the international red crescent , possibly last tuesday . ","['DT', 'NNP', 'VBD', 'IN', 'NNP', 'PRP', 'MD', 'VB', 'IN', 'DT', 'CD', 'TO', 'DT', 'NNP', 'NNP', 'NNP', ',', 'RB', 'JJ', 'NNP', '.']"
it has since been silent on the issue . ,"['PRP', 'VBZ', 'RB', 'VBN', 'JJ', 'IN', 'DT', 'NN', '.']"
"when asked whether the three guards would travel back to kandahar or the afghan capital kabul , the embassy official said : "" that has not been decided , but possibly kandahar . "" ","['WRB', 'VBD', 'IN', 'DT', 'CD', 'NNS', 'MD', 'VB', 'RB', 'TO', 'NNP', 'CC', 'DT', 'JJ', 'NN', 'NNP', ',', 'DT', 'NN', 'NN', 'VBD', ':', '""', 'DT', 'VBZ', 'RB', 'VBN', 'VBN', ',', 'CC', 'RB', 'NNP', '.', '""']"
kandahar is the headquarters of the opposition taleban militia . ,"['NNP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNP', 'NN', '.']"
"kabul is controlled by president burhanuddin rabbani 's government , which taleban is fighting to overthrow . ","['NNP', 'VBZ', 'VBN', 'IN', 'NNP', 'NNP', 'NNP', 'POS', 'NN', ',', 'WDT', 'NNP', 'VBZ', 'VBG', 'TO', 'VB', '.']"
"the embassy official said the three men , believed to be in their 20s , were currently in abu dhabi . ","['DT', 'NN', 'NN', 'VBD', 'DT', 'CD', 'NNS', ',', 'VBD', 'TO', 'VB', 'IN', 'PRP$', 'CD', ',', 'VBD', 'RB', 'IN', 'NNP', 'NNP', '.']"
he did not elaborate . ,"['PRP', 'VBD', 'RB', 'VB', '.']"
"the russians , working for the aerostan firm in the russian republic of tatarstan , were taken hostage after a taleban mig-19 fighter forced their cargo plane to land in august 1995 . ","['DT', 'NNPS', ',', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', 'VBD', 'VBN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'VBD', 'PRP$', 'NN', 'NN', 'TO', 'VB', 'IN', 'NNP', 'CD', '.']"
taleban said its shipment of ammunition from albania was evidence of russian military support for rabbani 's government . ,"['NNP', 'VBD', 'PRP$', 'NN', 'IN', 'NN', 'IN', 'NNP', 'VBD', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'IN', 'NNS', 'POS', 'NN', '.']"
moscow said the crew 's nationality was coincidental . ,"['NNP', 'VBD', 'DT', 'NN', 'POS', 'NN', 'VBD', 'JJ', '.']"
numerous diplomatic attempts to free the seven failed . ,"['JJ', 'JJ', 'NNS', 'TO', 'JJ', 'DT', 'CD', 'VBN', '.']"
"the russians , who said they overpowered the guards -- two armed with kalashnikov automatic rifles -- while doing regular maintenance work on their ilyushin 76 cargo plane last friday , left the uae capital abu dhabi for home on sunday . ","['DT', 'NNPS', ',', 'WP', 'VBD', 'PRP', 'VBD', 'DT', 'NNS', ':', 'CD', 'JJ', 'IN', 'NNP', 'JJ', 'NNS', ':', 'IN', 'VBG', 'JJ', 'NN', 'NN', 'IN', 'PRP$', 'NNP', 'NNP', 'NN', 'NN', 'JJ', 'NNP', ',', 'VBD', 'DT', 'NNP', 'NN', 'NNP', 'NNP', 'IN', 'NN', 'IN', 'NNP', '.']"
-docstart- ,['-X-']
iraq 's saddam meets russia 's zhirinovsky . ,"['NNP', 'POS', 'NNP', 'VBZ', 'NNP', 'POS', 'NNP', '.']"
baghdad 1996-08-22 ,"['NNP', 'CD']"
"iraqi president saddam hussein has told visiting russian ultra-nationalist vladimir zhirinovsky that baghdad wanted to maintain "" friendship and cooperation "" with moscow , official iraqi newspapers said on thursday . ","['JJ', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'VBG', 'JJ', 'NN', 'NNP', 'NNP', 'IN', 'NNP', 'VBD', 'TO', 'VB', '""', 'NN', 'CC', 'NN', '""', 'IN', 'NNP', ',', 'NN', 'JJ', 'NNS', 'VBD', 'IN', 'NNP', '.']"
""" president saddam hussein stressed during the meeting iraq 's keenness to maintain friendship and cooperation with russia , "" the papers said . ","['""', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'NNP', 'POS', 'NN', 'TO', 'VB', 'NN', 'CC', 'NN', 'IN', 'NNP', ',', '""', 'DT', 'NNS', 'VBD', '.']"
"they said zhirinovsky told saddam before he left baghdad on wednesday that his liberal democratic party and the russian duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on iraq after its 1990 invasion of kuwait . ","['PRP', 'VBD', 'NNP', 'VBD', 'NNP', 'IN', 'PRP', 'VBD', 'NNP', 'IN', 'NNP', 'IN', 'PRP$', 'JJ', 'JJ', 'NN', 'CC', 'DT', 'NNP', 'NNP', '(', 'NN', ')', '""', 'VBP', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '""', 'VBN', 'IN', 'NNP', 'IN', 'PRP$', 'CD', 'NN', 'IN', 'NNP', '.']"
zhirinovsky said on tuesday he would press the russian government to help end u.n. trade sanctions on iraq and blamed moscow for delaying establishment of good ties with baghdad . ,"['NNP', 'VBD', 'IN', 'NNP', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'NN', 'NNP', 'NN', 'NNS', 'IN', 'NNP', 'CC', 'VBD', 'NNP', 'IN', 'VBG', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NNP', '.']"
""" our stand is firm , namely we are calling on ( the russian ) government to end the economic embargo on iraq and resume trade ties between russia and iraq , "" he told reporters . ","['""', 'PRP$', 'NN', 'VBZ', 'NN', ',', 'RB', 'PRP', 'VBP', 'VBG', 'IN', '(', 'DT', 'JJ', ')', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'VB', 'NN', 'NNS', 'IN', 'NNP', 'CC', 'NNP', ',', '""', 'PRP', 'VBD', 'NNS', '.']"
zhirinovsky visited iraq twice in 1995 . ,"['NNP', 'VBD', 'NNP', 'RB', 'IN', 'CD', '.']"
"last october he was invited to attend the referendum held on iraq 's presidency , which extended saddam 's term for seven more years . ","['JJ', 'NNP', 'PRP', 'VBD', 'VBN', 'TO', 'VB', 'DT', 'NN', 'VBN', 'IN', 'NNP', 'POS', 'NN', ',', 'WDT', 'VBD', 'NNP', 'POS', 'NN', 'IN', 'CD', 'JJR', 'NNS', '.']"
-docstart- ,['-X-']
press digest - iraq - aug 22 . ,"['NNS', 'NNP', ':', 'NNP', ':', 'NNP', 'CD', '.']"
baghdad 1996-08-22 ,"['NNP', 'CD']"
these are some of the leading stories in the official iraqi press on thursday . ,"['DT', 'VBP', 'DT', 'IN', 'DT', 'VBG', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNP', '.']"
reuters has not verified these stories and does not vouch for their accuracy . ,"['NNP', 'VBZ', 'RB', 'VBN', 'DT', 'NNS', 'CC', 'VBZ', 'RB', 'NN', 'IN', 'PRP$', 'NN', '.']"
thawra ,['VBD']
- iraq 's president saddam hussein meets with chairman of the russian liberal democratic party vladimir zhirinovsky . ,"[':', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', 'VBZ', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NN', 'NNP', 'NNP', '.']"
- turkish foreign minister says turkey will take part in the baghdad trade fair that will be held in november . ,"[':', 'JJ', 'JJ', 'NN', 'VBZ', 'NNP', 'MD', 'VB', 'NN', 'IN', 'DT', 'NNP', 'NN', 'JJ', 'IN', 'MD', 'VB', 'VBN', 'IN', 'NNP', '.']"
iraq ,['NN']
- a shipload of 12 tonnes of rice arrives in umm qasr port in the gulf . ,"[':', 'DT', 'NN', 'IN', 'CD', 'NNS', 'IN', 'NN', 'VBZ', 'IN', 'UH', 'NNP', 'NN', 'IN', 'DT', 'NNP', '.']"
-docstart- ,['-X-']
press digest - lebanon - aug 22 . ,"['NNS', 'NNP', ':', 'NNP', ':', 'NNP', 'CD', '.']"
